,const,TELENOW_1,TELENOW_2,TELECOVID_1,TELECOVID_2,TELE2019_1,TELE2019_2,HRYEAR4,rank_16,rank_25,rank_100,PEHRUSLT
219706,1.0,0,1,0,0,0,1,2023,0,1,0,40
219709,1.0,0,1,0,0,0,1,2023,0,1,0,40
219710,1.0,0,1,0,0,0,1,2023,0,1,0,7
219711,1.0,0,1,0,0,0,1,2023,0,1,0,40
219713,1.0,0,1,0,0,0,1,2023,0,1,0,40
219714,1.0,0,1,0,0,0,1,2023,0,1,0,40
219717,1.0,1,0,0,0,1,0,2023,0,1,0,65
219718,1.0,1,0,0,0,1,0,2023,0,1,0,65
219720,1.0,0,1,0,0,0,1,2023,0,1,0,37
219721,1.0,0,1,0,0,0,1,2023,0,1,0,40
219725,1.0,0,1,0,0,0,1,2023,0,1,0,40
219726,1.0,0,1,0,0,0,1,2023,0,1,0,40
219733,1.0,0,1,0,0,0,1,2023,0,1,0,40
219734,1.0,0,1,0,0,0,1,2023,0,1,0,40
219735,1.0,0,1,0,0,0,1,2023,0,1,0,60
219736,1.0,0,1,0,0,0,1,2023,0,1,0,6
219737,1.0,0,1,0,0,0,1,2023,0,1,0,70
219738,1.0,0,1,0,0,0,1,2023,0,1,0,40
219739,1.0,0,1,0,0,1,0,2023,0,1,0,45
219740,1.0,0,1,0,0,0,1,2023,0,1,0,40
219741,1.0,1,0,0,0,1,0,2023,0,1,0,40
219743,1.0,0,1,0,0,0,1,2023,0,1,0,40
219744,1.0,0,1,0,0,0,1,2023,0,1,0,35
219747,1.0,1,0,0,0,1,0,2023,0,1,0,45
219748,1.0,1,0,0,0,1,0,2023,0,1,0,40
219749,1.0,0,1,0,0,1,0,2023,0,1,0,40
219751,1.0,0,1,0,0,0,1,2023,0,1,0,40
219752,1.0,0,1,0,0,0,1,2023,1,0,0,40
219753,1.0,0,1,0,0,0,1,2023,0,1,0,40
219754,1.0,0,1,0,0,0,1,2023,0,1,0,40
219758,1.0,0,1,0,0,0,1,2023,0,1,0,40
219759,1.0,0,1,0,0,0,1,2023,0,1,0,40
219763,1.0,0,0,0,0,0,0,2023,0,1,0,40
219764,1.0,0,1,0,0,0,1,2023,0,1,0,40
219765,1.0,0,0,0,0,0,0,2023,0,1,0,40
219767,1.0,0,1,0,0,0,1,2023,0,1,0,40
219772,1.0,0,1,0,0,1,0,2023,0,1,0,45
219773,1.0,0,1,0,0,0,1,2023,0,1,0,40
219776,1.0,0,1,0,0,0,1,2023,0,1,0,40
219778,1.0,0,1,0,0,0,1,2023,0,1,0,40
219780,1.0,0,1,0,0,0,1,2023,0,1,0,40
219781,1.0,0,1,0,0,0,1,2023,0,1,0,50
219782,1.0,0,1,0,0,0,1,2023,0,1,0,60
219783,1.0,0,1,0,0,0,1,2023,0,1,0,32
219784,1.0,0,1,0,0,0,1,2023,0,1,0,40
219785,1.0,0,0,0,0,0,0,2023,0,1,0,40
219786,1.0,0,1,0,0,0,1,2023,1,0,0,40
219788,1.0,0,1,0,0,0,1,2023,0,1,0,40
219792,1.0,0,1,0,0,0,1,2023,0,1,0,40
219794,1.0,0,1,0,0,0,1,2023,0,1,0,40
219797,1.0,0,1,0,0,0,1,2023,0,1,0,40
219798,1.0,1,0,0,0,1,0,2023,0,1,0,40
219799,1.0,0,1,0,0,0,1,2023,0,1,0,40
219803,1.0,0,1,0,0,0,1,2023,0,1,0,35
219804,1.0,0,1,0,0,0,1,2023,1,0,0,35
219807,1.0,0,1,0,0,0,1,2023,0,1,0,40
219808,1.0,0,1,0,0,0,1,2023,0,1,0,50
219809,1.0,0,1,0,0,0,1,2023,0,1,0,40
219810,1.0,0,1,0,0,0,1,2023,0,1,0,40
219813,1.0,0,1,0,0,0,1,2023,0,1,0,40
219814,1.0,0,1,0,0,0,1,2023,0,1,0,17
219815,1.0,0,1,0,0,0,1,2023,0,1,0,20
219816,1.0,0,1,0,0,0,1,2023,0,1,0,40
219820,1.0,0,1,0,0,0,1,2023,0,0,1,15
219826,1.0,0,1,0,0,0,1,2023,1,0,0,20
219827,1.0,0,1,0,0,0,1,2023,0,1,0,40
219828,1.0,0,1,0,0,0,1,2023,0,1,0,20
219829,1.0,0,1,0,0,1,0,2023,0,1,0,40
219830,1.0,0,1,0,0,1,0,2023,0,1,0,40
219834,1.0,0,1,0,0,0,1,2023,0,1,0,50
219838,1.0,0,1,0,0,0,1,2023,0,1,0,40
219839,1.0,0,1,0,0,0,1,2023,0,1,0,40
219840,1.0,0,1,0,0,0,1,2023,0,1,0,40
219841,1.0,0,1,0,0,0,1,2023,0,1,0,40
219842,1.0,0,1,0,0,0,1,2023,0,1,0,40
219845,1.0,0,1,0,0,0,1,2023,1,0,0,30
219849,1.0,0,1,0,0,0,1,2023,0,1,0,50
219850,1.0,0,1,0,0,0,1,2023,0,1,0,40
219853,1.0,0,1,0,0,0,1,2023,0,1,0,40
219857,1.0,0,1,0,0,0,1,2023,0,1,0,40
219859,1.0,1,0,0,0,0,1,2023,0,1,0,40
219860,1.0,0,1,0,0,0,1,2023,0,1,0,48
219861,1.0,0,1,0,0,0,1,2023,0,1,0,40
219862,1.0,0,1,0,0,0,1,2023,0,1,0,40
219863,1.0,0,1,0,0,0,1,2023,0,1,0,40
219870,1.0,0,1,0,0,0,1,2023,0,1,0,34
219872,1.0,0,1,0,0,0,1,2023,0,1,0,40
219873,1.0,0,1,0,0,0,1,2023,0,1,0,50
219874,1.0,0,1,0,0,1,0,2023,0,1,0,40
219876,1.0,0,1,0,0,1,0,2023,0,1,0,40
219877,1.0,0,1,0,0,1,0,2023,0,1,0,40
219878,1.0,0,1,0,0,0,1,2023,0,1,0,40
219879,1.0,0,1,0,0,0,1,2023,0,1,0,50
219880,1.0,0,1,0,0,0,1,2023,1,0,0,40
219883,1.0,0,1,0,0,0,1,2023,0,1,0,60
219884,1.0,0,1,0,0,0,1,2023,0,1,0,40
219885,1.0,0,1,0,0,0,1,2023,0,1,0,50
219886,1.0,0,1,0,0,0,1,2023,0,1,0,40
219887,1.0,0,1,0,0,0,1,2023,1,0,0,40
219888,1.0,0,1,0,0,0,1,2023,0,1,0,40
219893,1.0,0,1,0,0,1,0,2023,0,1,0,40
219894,1.0,1,0,0,0,1,0,2023,0,1,0,40
219897,1.0,0,1,0,0,0,1,2023,0,0,1,40
219899,1.0,0,1,0,0,0,1,2023,0,1,0,40
219900,1.0,0,1,0,0,0,1,2023,0,1,0,40
219901,1.0,0,1,0,0,0,1,2023,0,1,0,40
219903,1.0,0,1,0,0,0,1,2023,0,1,0,40
219907,1.0,0,1,0,0,0,1,2023,0,1,0,40
219908,1.0,0,1,0,0,0,1,2023,0,1,0,40
219909,1.0,0,1,0,0,0,1,2023,0,1,0,40
219910,1.0,1,0,0,0,1,0,2023,0,1,0,40
219911,1.0,0,1,0,0,0,1,2023,0,1,0,40
219912,1.0,1,0,0,0,1,0,2023,0,1,0,20
219915,1.0,0,1,0,0,0,1,2023,0,1,0,40
219920,1.0,0,1,0,0,0,1,2023,0,1,0,56
219921,1.0,0,1,0,0,0,1,2023,0,1,0,40
219922,1.0,0,1,0,0,0,1,2023,0,1,0,40
219923,1.0,0,1,0,0,0,1,2023,0,1,0,40
219926,1.0,0,1,0,0,0,1,2023,0,1,0,40
219927,1.0,1,0,0,0,1,0,2023,0,1,0,25
219929,1.0,0,1,0,0,0,1,2023,0,1,0,40
219933,1.0,0,1,0,0,0,1,2023,0,1,0,40
219934,1.0,0,1,0,0,0,1,2023,0,1,0,36
219935,1.0,1,0,0,0,1,0,2023,0,1,0,40
219937,1.0,0,1,0,0,0,1,2023,0,1,0,40
219938,1.0,0,1,0,0,0,1,2023,0,1,0,30
219940,1.0,0,1,0,0,0,1,2023,0,1,0,40
219941,1.0,0,1,0,0,0,1,2023,0,1,0,40
219942,1.0,0,1,0,0,0,1,2023,0,1,0,40
219944,1.0,0,1,0,0,0,1,2023,0,1,0,40
219947,1.0,0,1,0,0,0,1,2023,0,1,0,80
219957,1.0,0,1,0,0,0,1,2023,0,1,0,40
219958,1.0,0,1,0,0,1,0,2023,0,1,0,40
219959,1.0,0,1,0,0,0,1,2023,0,1,0,40
219960,1.0,0,1,0,0,0,1,2023,0,1,0,35
219963,1.0,0,1,0,0,0,1,2023,0,1,0,40
219964,1.0,0,1,0,0,0,1,2023,0,1,0,35
219965,1.0,0,1,0,0,0,1,2023,0,1,0,30
219967,1.0,0,1,0,0,0,1,2023,0,1,0,40
219970,1.0,0,1,0,0,0,1,2023,0,0,1,70
219973,1.0,0,1,0,0,0,1,2023,0,1,0,20
219974,1.0,0,1,0,0,0,1,2023,0,1,0,40
219975,1.0,0,1,0,0,1,0,2023,0,1,0,40
219976,1.0,0,1,0,0,0,1,2023,0,1,0,38
219977,1.0,0,0,0,0,0,0,2023,0,1,0,50
219978,1.0,0,1,0,0,0,1,2023,0,1,0,50
219980,1.0,0,1,0,0,0,1,2023,0,1,0,40
219982,1.0,0,1,0,0,0,1,2023,0,1,0,40
219983,1.0,0,1,0,0,0,1,2023,0,1,0,50
219984,1.0,0,1,0,0,0,1,2023,0,1,0,40
219985,1.0,0,1,0,0,0,1,2023,0,1,0,60
219987,1.0,0,1,0,0,0,1,2023,0,1,0,40
219988,1.0,0,1,0,0,0,1,2023,0,1,0,60
219989,1.0,0,1,0,0,0,1,2023,0,1,0,50
219991,1.0,0,1,0,0,1,0,2023,0,1,0,45
219994,1.0,0,1,0,0,0,1,2023,0,1,0,40
219995,1.0,0,1,0,0,0,1,2023,0,1,0,40
219997,1.0,0,1,0,0,0,1,2023,0,1,0,40
219998,1.0,0,1,0,0,0,1,2023,0,1,0,50
219999,1.0,0,1,0,0,0,1,2023,0,1,0,15
220001,1.0,0,1,0,0,0,1,2023,0,1,0,40
220002,1.0,0,1,0,0,0,1,2023,0,1,0,65
220004,1.0,0,1,0,0,0,1,2023,0,1,0,40
220006,1.0,0,0,0,0,0,0,2023,1,0,0,40
220009,1.0,0,1,0,0,0,1,2023,0,1,0,40
220010,1.0,0,1,0,0,0,1,2023,0,1,0,40
220011,1.0,0,0,0,0,0,0,2023,0,0,1,10
220012,1.0,0,1,0,0,0,1,2023,0,1,0,40
220015,1.0,1,0,0,0,1,0,2023,0,1,0,40
220016,1.0,1,0,0,0,1,0,2023,0,1,0,40
220017,1.0,0,1,0,0,0,1,2023,0,1,0,40
220018,1.0,0,0,0,0,0,0,2023,0,1,0,40
220019,1.0,0,1,0,0,0,1,2023,0,1,0,40
220021,1.0,0,1,0,0,0,1,2023,1,0,0,55
220024,1.0,0,1,0,0,0,1,2023,1,0,0,35
220027,1.0,0,1,0,0,0,1,2023,0,1,0,40
220028,1.0,0,1,0,0,0,1,2023,0,1,0,40
220029,1.0,0,1,0,0,0,1,2023,0,1,0,32
220030,1.0,0,1,0,0,0,1,2023,0,1,0,40
220031,1.0,0,1,0,0,0,1,2023,0,1,0,40
220032,1.0,0,1,0,0,0,1,2023,0,1,0,40
220033,1.0,0,1,0,0,0,1,2023,0,1,0,40
220034,1.0,0,0,0,0,0,0,2023,0,1,0,25
220035,1.0,0,1,0,0,0,1,2023,0,0,1,40
220037,1.0,0,1,0,0,0,1,2023,0,1,0,100
220038,1.0,0,1,0,0,0,1,2023,0,1,0,30
220040,1.0,0,1,0,0,0,1,2023,0,1,0,40
220041,1.0,0,1,0,0,0,1,2023,0,0,1,26
220043,1.0,0,1,0,0,0,1,2023,0,1,0,40
220044,1.0,0,1,0,0,0,1,2023,0,0,1,40
220045,1.0,0,1,0,0,0,1,2023,0,1,0,40
220048,1.0,0,1,0,0,1,0,2023,0,1,0,40
220049,1.0,0,1,0,0,0,1,2023,0,0,1,40
220050,1.0,0,1,0,0,0,1,2023,0,1,0,40
220051,1.0,0,1,0,0,0,1,2023,0,1,0,35
220052,1.0,0,1,0,0,0,1,2023,0,1,0,40
220053,1.0,0,1,0,0,0,1,2023,0,1,0,40
220054,1.0,0,1,0,0,0,1,2023,0,1,0,40
220056,1.0,0,1,0,0,0,1,2023,0,1,0,40
220057,1.0,0,0,0,0,0,0,2023,0,1,0,55
220058,1.0,0,0,0,0,0,0,2023,0,1,0,55
220059,1.0,0,1,0,0,0,1,2023,0,1,0,40
220062,1.0,0,0,0,0,0,0,2023,0,1,0,20
220063,1.0,0,1,0,0,0,1,2023,0,1,0,40
220064,1.0,0,0,0,0,0,0,2023,0,1,0,40
220065,1.0,0,1,0,0,0,1,2023,0,1,0,40
220067,1.0,0,1,0,0,1,0,2023,0,1,0,40
220070,1.0,0,1,0,0,0,1,2023,0,1,0,38
220071,1.0,0,1,0,0,0,1,2023,0,1,0,84
220072,1.0,0,1,0,0,0,1,2023,0,1,0,20
220073,1.0,0,1,0,0,0,1,2023,0,1,0,40
220075,1.0,0,1,0,0,0,1,2023,0,1,0,40
220076,1.0,0,1,0,0,1,0,2023,0,1,0,60
220077,1.0,0,1,0,0,1,0,2023,0,1,0,50
220079,1.0,0,1,0,0,1,0,2023,0,1,0,40
220080,1.0,0,1,0,0,0,1,2023,0,1,0,40
220081,1.0,0,1,0,0,0,1,2023,0,1,0,50
220082,1.0,0,1,0,0,0,1,2023,0,1,0,40
220083,1.0,0,1,0,0,0,1,2023,0,1,0,40
220085,1.0,0,1,0,0,0,1,2023,0,1,0,40
220086,1.0,0,1,0,0,0,1,2023,0,1,0,40
220089,1.0,0,1,0,0,0,1,2023,0,1,0,40
220090,1.0,0,1,0,0,0,1,2023,0,1,0,52
220094,1.0,0,1,0,0,0,1,2023,0,1,0,40
220095,1.0,0,1,0,0,0,1,2023,0,1,0,40
220098,1.0,0,1,0,0,0,1,2023,0,1,0,40
220099,1.0,0,1,0,0,0,1,2023,0,1,0,40
220100,1.0,0,1,0,0,0,1,2023,0,1,0,36
220102,1.0,0,1,0,0,0,1,2023,0,1,0,40
220103,1.0,0,1,0,0,0,1,2023,0,1,0,40
220104,1.0,0,0,0,0,0,0,2023,0,1,0,40
220108,1.0,0,1,0,0,0,1,2023,0,1,0,40
220115,1.0,0,1,0,0,0,1,2023,0,1,0,40
220116,1.0,0,1,0,0,0,1,2023,0,1,0,40
220117,1.0,0,1,0,0,0,1,2023,0,1,0,60
220119,1.0,0,1,0,0,0,1,2023,0,1,0,40
220120,1.0,0,1,0,0,0,1,2023,0,1,0,40
220122,1.0,0,0,0,0,0,0,2023,0,1,0,40
220123,1.0,0,1,0,0,0,1,2023,0,1,0,30
220124,1.0,1,0,0,0,0,1,2023,0,1,0,42
220125,1.0,1,0,0,0,0,1,2023,0,1,0,40
220126,1.0,0,0,0,0,0,0,2023,0,1,0,40
220127,1.0,0,1,0,0,1,0,2023,0,1,0,40
220128,1.0,0,0,0,0,0,0,2023,0,1,0,35
220129,1.0,0,0,0,0,0,0,2023,0,1,0,35
220130,1.0,0,1,0,0,0,1,2023,0,1,0,40
220131,1.0,0,1,0,0,0,1,2023,0,1,0,24
220132,1.0,0,1,0,0,0,1,2023,0,1,0,48
220135,1.0,0,1,0,0,0,1,2023,0,1,0,40
220136,1.0,0,1,0,0,0,1,2023,0,1,0,44
220138,1.0,0,1,0,0,0,1,2023,0,1,0,20
220144,1.0,0,1,0,0,0,1,2023,0,1,0,40
220148,1.0,0,1,0,0,0,1,2023,0,1,0,40
220149,1.0,0,1,0,0,0,1,2023,0,1,0,40
220151,1.0,1,0,0,0,1,0,2023,0,1,0,40
220152,1.0,1,0,0,0,1,0,2023,0,1,0,40
220153,1.0,0,1,0,0,0,1,2023,0,1,0,50
220154,1.0,0,1,0,0,0,1,2023,0,1,0,40
220155,1.0,0,1,0,0,0,1,2023,0,1,0,40
220157,1.0,0,1,0,0,0,1,2023,0,1,0,40
220160,1.0,0,1,0,0,0,1,2023,0,1,0,40
220161,1.0,0,1,0,0,0,1,2023,0,1,0,40
220162,1.0,0,1,0,0,0,1,2023,0,1,0,40
220163,1.0,0,1,0,0,0,1,2023,0,1,0,40
220164,1.0,0,1,0,0,0,1,2023,0,1,0,50
220165,1.0,0,1,0,0,0,1,2023,0,1,0,40
220166,1.0,0,1,0,0,0,1,2023,0,1,0,40
220169,1.0,0,1,0,0,0,1,2023,0,1,0,20
220170,1.0,0,1,0,0,0,1,2023,0,1,0,25
220171,1.0,0,1,0,0,0,1,2023,0,1,0,45
220172,1.0,0,1,0,0,0,1,2023,0,1,0,40
220174,1.0,0,1,0,0,0,1,2023,0,1,0,40
220177,1.0,0,1,0,0,0,1,2023,0,1,0,60
220178,1.0,0,1,0,0,0,1,2023,0,1,0,20
220179,1.0,0,1,0,0,0,1,2023,0,1,0,32
220180,1.0,0,1,0,0,0,1,2023,0,1,0,50
220181,1.0,0,1,0,0,0,1,2023,0,1,0,40
220184,1.0,1,0,0,0,1,0,2023,0,1,0,40
220185,1.0,0,1,0,0,0,1,2023,0,1,0,40
220186,1.0,0,1,0,0,0,1,2023,0,1,0,25
220187,1.0,0,1,0,0,0,1,2023,0,1,0,40
220188,1.0,0,1,0,0,0,1,2023,0,1,0,70
220189,1.0,0,1,0,0,0,1,2023,0,1,0,35
220190,1.0,0,1,0,0,0,1,2023,0,1,0,9
220193,1.0,0,1,0,0,0,1,2023,0,1,0,40
220198,1.0,0,1,0,0,0,1,2023,0,1,0,40
220199,1.0,0,1,0,0,0,1,2023,0,1,0,40
220200,1.0,1,0,0,0,0,1,2023,0,1,0,50
220205,1.0,0,1,0,0,0,1,2023,0,1,0,40
220206,1.0,1,0,0,0,1,0,2023,0,1,0,40
220209,1.0,0,1,0,0,1,0,2023,0,1,0,40
220210,1.0,1,0,0,0,1,0,2023,0,1,0,40
220214,1.0,0,1,0,0,0,1,2023,0,1,0,40
220215,1.0,0,1,0,0,0,1,2023,0,1,0,40
220218,1.0,0,1,0,0,1,0,2023,0,1,0,40
220219,1.0,0,1,0,0,0,1,2023,0,1,0,40
220220,1.0,0,1,0,0,0,1,2023,0,1,0,40
220221,1.0,0,1,0,0,1,0,2023,0,1,0,40
220230,1.0,0,1,0,0,0,1,2023,0,1,0,40
220234,1.0,0,1,0,0,1,0,2023,0,1,0,40
220235,1.0,0,1,0,0,1,0,2023,0,1,0,38
220238,1.0,0,1,0,0,0,1,2023,0,1,0,40
220239,1.0,0,1,0,0,0,1,2023,0,1,0,40
220240,1.0,0,1,0,0,0,1,2023,0,1,0,40
220242,1.0,0,1,0,0,0,1,2023,0,1,0,40
220244,1.0,0,1,0,0,0,1,2023,1,0,0,40
220245,1.0,0,1,0,0,0,1,2023,0,1,0,40
220246,1.0,0,1,0,0,1,0,2023,0,1,0,40
220247,1.0,0,1,0,0,0,1,2023,0,1,0,40
220248,1.0,0,1,0,0,1,0,2023,0,1,0,40
220252,1.0,0,1,0,0,0,1,2023,0,1,0,40
220253,1.0,0,1,0,0,0,1,2023,0,1,0,40
220254,1.0,0,1,0,0,0,1,2023,0,1,0,40
220258,1.0,0,1,0,0,0,1,2023,0,1,0,40
220261,1.0,0,1,0,0,0,1,2023,0,1,0,40
220262,1.0,0,0,0,0,0,0,2023,0,1,0,20
220263,1.0,0,1,0,0,0,1,2023,0,1,0,35
220264,1.0,0,1,0,0,0,1,2023,0,1,0,35
220265,1.0,0,1,0,0,0,1,2023,0,1,0,40
220267,1.0,0,1,0,0,1,0,2023,0,1,0,40
220268,1.0,0,1,0,0,1,0,2023,0,1,0,40
220269,1.0,0,1,0,0,0,1,2023,0,1,0,40
220270,1.0,0,0,0,0,0,0,2023,0,1,0,55
220272,1.0,0,1,0,0,0,1,2023,0,1,0,40
220273,1.0,0,1,0,0,0,1,2023,0,1,0,40
220278,1.0,0,1,0,0,0,1,2023,0,1,0,40
220279,1.0,0,1,0,0,0,1,2023,0,0,1,40
220280,1.0,0,1,0,0,0,1,2023,0,1,0,40
220287,1.0,0,1,0,0,0,1,2023,0,1,0,40
220289,1.0,0,0,0,0,0,0,2023,0,1,0,40
220290,1.0,0,1,0,0,0,1,2023,0,1,0,50
220291,1.0,0,0,0,0,0,0,2023,0,1,0,40
220293,1.0,0,1,0,0,0,1,2023,0,1,0,40
220295,1.0,0,1,0,0,0,1,2023,0,1,0,40
220296,1.0,0,1,0,0,0,1,2023,0,1,0,40
220297,1.0,0,1,0,0,0,1,2023,0,1,0,40
220298,1.0,0,1,0,0,0,1,2023,1,0,0,26
220300,1.0,1,0,0,0,1,0,2023,0,1,0,40
220301,1.0,0,1,0,0,0,1,2023,0,1,0,40
220302,1.0,0,0,0,0,0,0,2023,0,1,0,40
220303,1.0,0,1,0,0,0,1,2023,0,1,0,30
220306,1.0,0,1,0,0,1,0,2023,0,1,0,30
220307,1.0,1,0,0,0,0,1,2023,0,1,0,55
220310,1.0,0,1,0,0,0,1,2023,0,1,0,50
220315,1.0,0,1,0,0,0,1,2023,0,1,0,80
220316,1.0,0,1,0,0,0,1,2023,0,1,0,20
220321,1.0,0,1,0,0,0,1,2023,0,1,0,5
220323,1.0,0,1,0,0,0,1,2023,0,1,0,40
220324,1.0,0,1,0,0,0,1,2023,0,1,0,35
220325,1.0,0,1,0,0,0,1,2023,0,1,0,40
220326,1.0,0,1,0,0,0,1,2023,0,1,0,40
220329,1.0,0,1,0,0,0,1,2023,0,1,0,40
220330,1.0,0,1,0,0,0,1,2023,0,1,0,40
220331,1.0,0,1,0,0,0,1,2023,0,1,0,40
220332,1.0,0,1,0,0,0,1,2023,0,1,0,40
220333,1.0,0,1,0,0,0,1,2023,0,1,0,40
220334,1.0,0,1,0,0,0,1,2023,0,1,0,40
220337,1.0,0,1,0,0,1,0,2023,0,1,0,50
220338,1.0,0,1,0,0,1,0,2023,0,1,0,50
220339,1.0,0,1,0,0,0,1,2023,0,1,0,30
220340,1.0,0,1,0,0,0,1,2023,0,1,0,15
220341,1.0,0,1,0,0,0,1,2023,0,1,0,45
220342,1.0,0,1,0,0,0,1,2023,0,1,0,40
220344,1.0,0,1,0,0,0,1,2023,0,1,0,40
220345,1.0,0,0,0,0,0,0,2023,0,1,0,40
220348,1.0,0,1,0,0,0,1,2023,0,1,0,30
220349,1.0,0,1,0,0,0,1,2023,0,1,0,40
220350,1.0,0,1,0,0,0,1,2023,0,1,0,40
220351,1.0,0,1,0,0,0,1,2023,0,1,0,55
220354,1.0,0,1,0,0,0,1,2023,0,1,0,36
220355,1.0,0,1,0,0,0,1,2023,0,1,0,50
220360,1.0,0,1,0,0,0,1,2023,0,1,0,36
220361,1.0,0,1,0,0,0,1,2023,0,1,0,50
220362,1.0,0,1,0,0,0,1,2023,0,1,0,40
220363,1.0,0,1,0,0,0,1,2023,0,1,0,20
220364,1.0,0,0,0,0,0,0,2023,0,1,0,40
220366,1.0,1,0,0,0,1,0,2023,0,1,0,40
220368,1.0,0,1,0,0,0,1,2023,1,0,0,40
220369,1.0,0,1,0,0,0,1,2023,0,1,0,40
220370,1.0,0,1,0,0,0,1,2023,0,1,0,40
220371,1.0,0,1,0,0,0,1,2023,0,1,0,40
220372,1.0,0,1,0,0,0,1,2023,0,1,0,50
220373,1.0,0,0,0,0,0,0,2023,0,1,0,64
220374,1.0,0,0,0,0,0,0,2023,0,1,0,60
220380,1.0,0,1,0,0,0,1,2023,0,1,0,40
220384,1.0,0,1,0,0,0,1,2023,1,0,0,20
220387,1.0,1,0,0,0,1,0,2023,0,1,0,40
220388,1.0,0,1,0,0,0,1,2023,0,1,0,40
220390,1.0,0,1,0,0,0,1,2023,0,1,0,40
220391,1.0,0,1,0,0,0,1,2023,0,1,0,60
220395,1.0,0,1,0,0,0,1,2023,0,1,0,32
220398,1.0,0,1,0,0,1,0,2023,0,1,0,43
220399,1.0,0,0,0,0,0,0,2023,0,1,0,48
220404,1.0,0,1,0,0,0,1,2023,0,1,0,40
220405,1.0,0,1,0,0,0,1,2023,0,1,0,35
220408,1.0,0,1,0,0,0,1,2023,0,1,0,35
220410,1.0,0,1,0,0,0,1,2023,0,1,0,40
220413,1.0,0,1,0,0,0,1,2023,0,0,1,40
220414,1.0,0,1,0,0,1,0,2023,0,1,0,40
220415,1.0,0,0,0,0,0,0,2023,0,1,0,40
220417,1.0,0,1,0,0,0,1,2023,0,1,0,4
220419,1.0,1,0,0,0,1,0,2023,0,1,0,45
220422,1.0,0,1,0,0,0,1,2023,0,1,0,40
220424,1.0,0,1,0,0,0,1,2023,0,1,0,40
220425,1.0,0,1,0,0,0,1,2023,0,1,0,10
220426,1.0,0,1,0,0,0,1,2023,0,1,0,35
220427,1.0,0,1,0,0,0,1,2023,0,1,0,40
220428,1.0,0,1,0,0,0,1,2023,0,1,0,40
220437,1.0,1,0,0,0,1,0,2023,0,1,0,50
220440,1.0,0,1,0,0,0,1,2023,0,1,0,45
220442,1.0,0,0,0,0,0,0,2023,0,1,0,40
220443,1.0,0,1,0,0,0,1,2023,0,1,0,40
220446,1.0,0,1,0,0,1,0,2023,0,1,0,40
220448,1.0,0,1,0,0,0,1,2023,1,0,0,40
220449,1.0,0,1,0,0,0,1,2023,0,1,0,40
220452,1.0,0,1,0,0,0,1,2023,0,1,0,40
220453,1.0,0,0,0,0,0,0,2023,0,1,0,40
220454,1.0,0,1,0,0,0,1,2023,0,1,0,40
220455,1.0,0,1,0,0,0,1,2023,0,1,0,40
220457,1.0,0,1,0,0,0,1,2023,0,1,0,40
220461,1.0,0,1,0,0,0,1,2023,0,1,0,40
220462,1.0,0,1,0,0,0,1,2023,0,1,0,40
220463,1.0,0,1,0,0,0,1,2023,0,1,0,40
220464,1.0,0,1,0,0,0,1,2023,0,1,0,40
220465,1.0,0,1,0,0,0,1,2023,0,1,0,40
220468,1.0,1,0,0,0,1,0,2023,0,1,0,40
220469,1.0,0,1,0,0,0,1,2023,0,1,0,35
220470,1.0,0,1,0,0,0,1,2023,0,1,0,36
220472,1.0,0,1,0,0,0,1,2023,0,1,0,40
220474,1.0,0,1,0,0,0,1,2023,0,1,0,38
220475,1.0,0,1,0,0,0,1,2023,0,1,0,40
220477,1.0,0,1,0,0,0,1,2023,0,1,0,40
220482,1.0,0,1,0,0,0,1,2023,0,1,0,40
220483,1.0,0,1,0,0,1,0,2023,0,1,0,40
220487,1.0,0,1,0,0,0,1,2023,0,1,0,40
220491,1.0,0,1,0,0,0,1,2023,0,1,0,40
220492,1.0,0,1,0,0,1,0,2023,0,1,0,48
220493,1.0,0,1,0,0,0,1,2023,0,1,0,40
220494,1.0,0,1,0,0,0,1,2023,0,1,0,40
220497,1.0,0,1,0,0,0,1,2023,0,1,0,40
220499,1.0,0,1,0,0,0,1,2023,0,1,0,20
220500,1.0,0,1,0,0,0,1,2023,0,1,0,40
220502,1.0,0,1,0,0,0,1,2023,0,1,0,36
220504,1.0,0,1,0,0,0,1,2023,0,1,0,50
220505,1.0,0,1,0,0,0,1,2023,0,1,0,25
220506,1.0,0,1,0,0,0,1,2023,0,1,0,45
220507,1.0,0,1,0,0,0,1,2023,0,1,0,70
220509,1.0,0,1,0,0,1,0,2023,0,1,0,50
220510,1.0,0,1,0,0,0,1,2023,0,1,0,60
220511,1.0,0,1,0,0,0,1,2023,0,1,0,60
220516,1.0,0,1,0,0,0,1,2023,0,1,0,40
220518,1.0,0,1,0,0,1,0,2023,0,0,1,40
220526,1.0,0,1,0,0,0,1,2023,0,1,0,40
220536,1.0,0,1,0,0,0,1,2023,0,1,0,40
220537,1.0,0,1,0,0,0,1,2023,0,1,0,60
220538,1.0,0,1,0,0,0,1,2023,0,1,0,40
220539,1.0,0,1,0,0,0,1,2023,1,0,0,40
220540,1.0,0,1,0,0,0,1,2023,0,1,0,70
220541,1.0,0,1,0,0,0,1,2023,0,1,0,40
220542,1.0,0,1,0,0,0,1,2023,0,1,0,50
220543,1.0,0,1,0,0,0,1,2023,0,1,0,29
220546,1.0,0,1,0,0,0,1,2023,0,1,0,20
220547,1.0,1,0,0,0,1,0,2023,0,1,0,20
