,const,TELENOW_1,TELENOW_2,TELECOVID_1,TELECOVID_2,TELE2019_1,TELE2019_2,HRYEAR4,rank_16,rank_25,rank_100,PEHRUSLT
60296,1.0,0,0,0,0,0,0,2020,1,0,0,40
60297,1.0,0,0,0,0,0,0,2020,1,0,0,40
60299,1.0,0,0,0,0,0,0,2020,1,0,0,55
60303,1.0,0,0,0,0,0,0,2020,0,1,0,8
60304,1.0,0,0,0,0,0,0,2020,0,1,0,40
60305,1.0,0,0,0,0,0,0,2020,0,1,0,40
60306,1.0,0,0,0,0,0,0,2020,0,1,0,40
60307,1.0,0,0,0,0,0,0,2020,0,1,0,40
60309,1.0,0,0,0,0,0,0,2020,0,1,0,45
60310,1.0,0,0,0,0,0,0,2020,0,1,0,40
60312,1.0,0,0,0,0,0,0,2020,0,1,0,40
60314,1.0,0,0,0,0,0,0,2020,0,1,0,50
60320,1.0,0,0,0,0,0,0,2020,0,1,0,40
60321,1.0,0,0,0,0,0,0,2020,0,1,0,40
60323,1.0,0,0,0,0,0,0,2020,0,1,0,40
60324,1.0,0,0,0,0,0,0,2020,0,1,0,40
60325,1.0,0,0,0,0,0,0,2020,0,1,0,40
60326,1.0,0,0,0,0,0,0,2020,0,1,0,40
60327,1.0,0,0,0,0,0,0,2020,0,1,0,60
60328,1.0,0,0,0,0,0,0,2020,0,1,0,40
60333,1.0,0,0,0,0,0,0,2020,0,1,0,50
60339,1.0,0,0,0,0,0,0,2020,0,1,0,40
60342,1.0,0,0,0,0,0,0,2020,0,1,0,40
60343,1.0,0,0,0,0,0,0,2020,0,1,0,40
60344,1.0,0,0,0,0,0,0,2020,0,1,0,40
60347,1.0,0,0,0,0,0,0,2020,0,1,0,40
60349,1.0,0,0,0,0,0,0,2020,0,1,0,36
60350,1.0,0,0,0,0,0,0,2020,0,1,0,40
60351,1.0,0,0,0,0,0,0,2020,0,1,0,40
60352,1.0,0,0,0,0,0,0,2020,0,0,1,40
60354,1.0,0,0,0,0,0,0,2020,0,1,0,40
60355,1.0,0,0,0,0,0,0,2020,0,0,1,4
60358,1.0,0,0,0,0,0,0,2020,0,1,0,50
60359,1.0,0,0,0,0,0,0,2020,0,1,0,55
60361,1.0,0,0,0,0,0,0,2020,0,1,0,40
60362,1.0,0,0,0,0,0,0,2020,0,1,0,60
60369,1.0,0,0,0,0,0,0,2020,0,1,0,40
60370,1.0,0,0,0,0,0,0,2020,0,1,0,40
60371,1.0,0,0,0,0,0,0,2020,0,1,0,60
60372,1.0,0,0,0,0,0,0,2020,0,1,0,20
60374,1.0,0,0,0,0,0,0,2020,0,1,0,40
60376,1.0,0,0,0,0,0,0,2020,0,1,0,41
60377,1.0,0,0,0,0,0,0,2020,0,1,0,40
60378,1.0,0,0,0,0,0,0,2020,0,1,0,40
60379,1.0,0,0,0,0,0,0,2020,0,1,0,40
60383,1.0,0,0,0,0,0,0,2020,0,1,0,40
60384,1.0,0,0,0,0,0,0,2020,0,1,0,35
60387,1.0,0,0,0,0,0,0,2020,0,1,0,25
60388,1.0,0,0,0,0,0,0,2020,0,1,0,40
60389,1.0,0,0,0,0,0,0,2020,0,1,0,40
60391,1.0,0,0,0,0,0,0,2020,0,1,0,40
60392,1.0,0,0,0,0,0,0,2020,0,1,0,40
60393,1.0,0,0,0,0,0,0,2020,0,1,0,35
60394,1.0,0,0,0,0,0,0,2020,0,1,0,36
60395,1.0,0,0,0,0,0,0,2020,0,1,0,40
60397,1.0,0,0,0,0,0,0,2020,0,1,0,40
60399,1.0,0,0,0,0,0,0,2020,0,1,0,40
60401,1.0,0,0,0,0,0,0,2020,0,1,0,40
60402,1.0,0,0,0,0,0,0,2020,0,1,0,40
60403,1.0,0,0,0,0,0,0,2020,0,1,0,40
60407,1.0,0,0,0,0,0,0,2020,0,1,0,40
60408,1.0,0,0,0,0,0,0,2020,0,1,0,35
60409,1.0,0,0,0,0,0,0,2020,0,1,0,40
60410,1.0,0,0,0,0,0,0,2020,0,1,0,40
60411,1.0,0,0,0,0,0,0,2020,0,1,0,40
60413,1.0,0,0,0,0,0,0,2020,0,1,0,39
60418,1.0,0,0,0,0,0,0,2020,0,1,0,40
60419,1.0,0,0,0,0,0,0,2020,0,1,0,55
60425,1.0,0,0,0,0,0,0,2020,0,1,0,40
60427,1.0,0,0,0,0,0,0,2020,0,1,0,50
60428,1.0,0,0,0,0,0,0,2020,0,1,0,75
60431,1.0,0,0,0,0,0,0,2020,0,1,0,38
60434,1.0,0,0,0,0,0,0,2020,0,1,0,20
60435,1.0,0,0,0,0,0,0,2020,0,1,0,40
60436,1.0,0,0,0,0,0,0,2020,0,1,0,40
60438,1.0,0,0,0,0,0,0,2020,0,1,0,40
60439,1.0,0,0,0,0,0,0,2020,0,1,0,40
60440,1.0,0,0,0,0,0,0,2020,0,1,0,26
60443,1.0,0,0,0,0,0,0,2020,0,1,0,40
60444,1.0,0,0,0,0,0,0,2020,0,1,0,40
60448,1.0,0,0,0,0,0,0,2020,0,1,0,45
60455,1.0,0,0,0,0,0,0,2020,0,1,0,40
60459,1.0,0,0,0,0,0,0,2020,0,1,0,40
60464,1.0,0,0,0,0,0,0,2020,0,1,0,22
60465,1.0,0,0,0,0,0,0,2020,0,1,0,30
60466,1.0,0,0,0,0,0,0,2020,0,1,0,30
60468,1.0,0,0,0,0,0,0,2020,0,1,0,40
60469,1.0,0,0,0,0,0,0,2020,0,0,1,40
60472,1.0,0,0,0,0,0,0,2020,0,1,0,40
60474,1.0,0,0,0,0,0,0,2020,0,1,0,40
60478,1.0,0,0,0,0,0,0,2020,0,1,0,40
60479,1.0,0,0,0,0,0,0,2020,0,1,0,40
60480,1.0,0,0,0,0,0,0,2020,0,1,0,40
60481,1.0,0,0,0,0,0,0,2020,0,1,0,45
60482,1.0,0,0,0,0,0,0,2020,0,1,0,35
60483,1.0,0,0,0,0,0,0,2020,0,1,0,40
60486,1.0,0,0,0,0,0,0,2020,0,1,0,40
60489,1.0,0,0,0,0,0,0,2020,0,1,0,55
60490,1.0,0,0,0,0,0,0,2020,0,1,0,40
60491,1.0,0,0,0,0,0,0,2020,0,1,0,44
60494,1.0,0,0,0,0,0,0,2020,0,1,0,40
60496,1.0,0,0,0,0,0,0,2020,0,0,1,40
60497,1.0,0,0,0,0,0,0,2020,0,1,0,40
60500,1.0,0,0,0,0,0,0,2020,0,1,0,40
60501,1.0,0,0,0,0,0,0,2020,0,1,0,40
60509,1.0,0,0,0,0,0,0,2020,0,1,0,50
60512,1.0,0,0,0,0,0,0,2020,0,1,0,45
60515,1.0,0,0,0,0,0,0,2020,0,1,0,36
60518,1.0,0,0,0,0,0,0,2020,0,1,0,40
60527,1.0,0,0,0,0,0,0,2020,0,1,0,45
60528,1.0,0,0,0,0,0,0,2020,1,0,0,45
60529,1.0,0,0,0,0,0,0,2020,0,1,0,40
60530,1.0,0,0,0,0,0,0,2020,0,1,0,40
60532,1.0,0,0,0,0,0,0,2020,0,1,0,40
60538,1.0,0,0,0,0,0,0,2020,0,1,0,32
60539,1.0,0,0,0,0,0,0,2020,0,1,0,40
60541,1.0,0,0,0,0,0,0,2020,0,1,0,40
60542,1.0,0,0,0,0,0,0,2020,0,1,0,40
60546,1.0,0,0,0,0,0,0,2020,0,1,0,50
60547,1.0,0,0,0,0,0,0,2020,0,1,0,53
60550,1.0,0,0,0,0,0,0,2020,0,1,0,40
60552,1.0,0,0,0,0,0,0,2020,0,1,0,40
60553,1.0,0,0,0,0,0,0,2020,0,1,0,45
60557,1.0,0,0,0,0,0,0,2020,0,1,0,33
60559,1.0,0,0,0,0,0,0,2020,0,1,0,40
60560,1.0,0,0,0,0,0,0,2020,0,1,0,40
60562,1.0,0,0,0,0,0,0,2020,0,1,0,40
60563,1.0,0,0,0,0,0,0,2020,0,1,0,40
60564,1.0,0,0,0,0,0,0,2020,0,1,0,40
60565,1.0,0,0,0,0,0,0,2020,1,0,0,40
60571,1.0,0,0,0,0,0,0,2020,0,1,0,50
60572,1.0,0,0,0,0,0,0,2020,0,1,0,15
60573,1.0,0,0,0,0,0,0,2020,0,1,0,15
60574,1.0,0,0,0,0,0,0,2020,0,1,0,35
60576,1.0,0,0,0,0,0,0,2020,0,1,0,60
60577,1.0,0,0,0,0,0,0,2020,0,1,0,35
60579,1.0,0,0,0,0,0,0,2020,1,0,0,35
60580,1.0,0,0,0,0,0,0,2020,0,1,0,20
60582,1.0,0,0,0,0,0,0,2020,0,1,0,40
60586,1.0,0,0,0,0,0,0,2020,0,1,0,40
60587,1.0,0,0,0,0,0,0,2020,0,1,0,40
60591,1.0,0,0,0,0,0,0,2020,0,1,0,40
60592,1.0,0,0,0,0,0,0,2020,0,1,0,50
60594,1.0,0,0,0,0,0,0,2020,0,1,0,25
60596,1.0,0,0,0,0,0,0,2020,0,1,0,40
60597,1.0,0,0,0,0,0,0,2020,0,1,0,40
60600,1.0,0,0,0,0,0,0,2020,0,1,0,40
60601,1.0,0,0,0,0,0,0,2020,0,0,1,40
60604,1.0,0,0,0,0,0,0,2020,0,1,0,40
60605,1.0,0,0,0,0,0,0,2020,0,1,0,19
60606,1.0,0,0,0,0,0,0,2020,0,1,0,40
60607,1.0,0,0,0,0,0,0,2020,0,1,0,40
60608,1.0,0,0,0,0,0,0,2020,0,1,0,40
60619,1.0,0,0,0,0,0,0,2020,0,1,0,40
60620,1.0,0,0,0,0,0,0,2020,0,1,0,40
60621,1.0,0,0,0,0,0,0,2020,1,0,0,40
60622,1.0,0,0,0,0,0,0,2020,0,1,0,40
60623,1.0,0,0,0,0,0,0,2020,0,1,0,45
60626,1.0,0,0,0,0,0,0,2020,0,1,0,40
60628,1.0,0,0,0,0,0,0,2020,0,1,0,60
60632,1.0,0,0,0,0,0,0,2020,1,0,0,40
60634,1.0,0,0,0,0,0,0,2020,0,1,0,40
60635,1.0,0,0,0,0,0,0,2020,0,1,0,40
60637,1.0,0,0,0,0,0,0,2020,0,1,0,40
60638,1.0,0,0,0,0,0,0,2020,0,1,0,40
60639,1.0,0,0,0,0,0,0,2020,0,1,0,40
60640,1.0,0,0,0,0,0,0,2020,0,1,0,40
60642,1.0,0,0,0,0,0,0,2020,0,1,0,35
60644,1.0,0,0,0,0,0,0,2020,1,0,0,39
60645,1.0,0,0,0,0,0,0,2020,0,1,0,50
60648,1.0,0,0,0,0,0,0,2020,0,1,0,45
60654,1.0,0,0,0,0,0,0,2020,0,1,0,40
60656,1.0,0,0,0,0,0,0,2020,0,1,0,20
60657,1.0,0,0,0,0,0,0,2020,0,1,0,50
60660,1.0,0,0,0,0,0,0,2020,0,1,0,40
60661,1.0,0,0,0,0,0,0,2020,0,1,0,50
60662,1.0,0,0,0,0,0,0,2020,0,1,0,75
60663,1.0,0,0,0,0,0,0,2020,0,1,0,28
60668,1.0,0,0,0,0,0,0,2020,0,1,0,40
60670,1.0,0,0,0,0,0,0,2020,0,1,0,50
60671,1.0,0,0,0,0,0,0,2020,0,1,0,40
60672,1.0,0,0,0,0,0,0,2020,0,1,0,40
60673,1.0,0,0,0,0,0,0,2020,0,1,0,40
60677,1.0,0,0,0,0,0,0,2020,0,1,0,40
60686,1.0,0,0,0,0,0,0,2020,0,1,0,36
60687,1.0,0,0,0,0,0,0,2020,0,1,0,40
60690,1.0,0,0,0,0,0,0,2020,0,1,0,55
60694,1.0,0,0,0,0,0,0,2020,0,1,0,5
60695,1.0,0,0,0,0,0,0,2020,0,1,0,40
60696,1.0,0,0,0,0,0,0,2020,0,1,0,40
60697,1.0,0,0,0,0,0,0,2020,0,1,0,40
60698,1.0,0,0,0,0,0,0,2020,0,1,0,40
60699,1.0,0,0,0,0,0,0,2020,0,1,0,60
60702,1.0,0,0,0,0,0,0,2020,0,1,0,60
60704,1.0,0,0,0,0,0,0,2020,0,1,0,40
60706,1.0,0,0,0,0,0,0,2020,0,1,0,14
60710,1.0,0,0,0,0,0,0,2020,0,1,0,40
60712,1.0,0,0,0,0,0,0,2020,1,0,0,40
60715,1.0,0,0,0,0,0,0,2020,0,1,0,40
60716,1.0,0,0,0,0,0,0,2020,0,1,0,40
60717,1.0,0,0,0,0,0,0,2020,0,1,0,40
60719,1.0,0,0,0,0,0,0,2020,0,1,0,60
60721,1.0,0,0,0,0,0,0,2020,0,1,0,40
60722,1.0,0,0,0,0,0,0,2020,0,1,0,50
60726,1.0,0,0,0,0,0,0,2020,0,1,0,55
60729,1.0,0,0,0,0,0,0,2020,0,1,0,55
60730,1.0,0,0,0,0,0,0,2020,0,0,1,40
60733,1.0,0,0,0,0,0,0,2020,0,1,0,70
60735,1.0,0,0,0,0,0,0,2020,1,0,0,16
60736,1.0,0,0,0,0,0,0,2020,0,1,0,40
60737,1.0,0,0,0,0,0,0,2020,0,1,0,40
60738,1.0,0,0,0,0,0,0,2020,0,1,0,40
60747,1.0,0,0,0,0,0,0,2020,0,1,0,40
60750,1.0,0,0,0,0,0,0,2020,0,1,0,40
60753,1.0,0,0,0,0,0,0,2020,0,1,0,20
60755,1.0,0,0,0,0,0,0,2020,0,1,0,40
60756,1.0,0,0,0,0,0,0,2020,0,1,0,40
60757,1.0,0,0,0,0,0,0,2020,0,1,0,46
60759,1.0,0,0,0,0,0,0,2020,0,1,0,40
60760,1.0,0,0,0,0,0,0,2020,0,1,0,58
60763,1.0,0,0,0,0,0,0,2020,0,1,0,40
60764,1.0,0,0,0,0,0,0,2020,0,1,0,40
60765,1.0,0,0,0,0,0,0,2020,0,1,0,40
60768,1.0,0,0,0,0,0,0,2020,0,1,0,40
60769,1.0,0,0,0,0,0,0,2020,0,1,0,40
60770,1.0,0,0,0,0,0,0,2020,0,1,0,40
60771,1.0,0,0,0,0,0,0,2020,0,1,0,40
60772,1.0,0,0,0,0,0,0,2020,0,1,0,40
60773,1.0,0,0,0,0,0,0,2020,0,1,0,50
60775,1.0,0,0,0,0,0,0,2020,0,1,0,59
60776,1.0,0,0,0,0,0,0,2020,0,1,0,50
60779,1.0,0,0,0,0,0,0,2020,0,1,0,40
60780,1.0,0,0,0,0,0,0,2020,0,1,0,40
60781,1.0,0,0,0,0,0,0,2020,0,1,0,40
60783,1.0,0,0,0,0,0,0,2020,0,1,0,40
60784,1.0,0,0,0,0,0,0,2020,0,1,0,40
60788,1.0,0,0,0,0,0,0,2020,0,1,0,80
60789,1.0,0,0,0,0,0,0,2020,0,1,0,10
60790,1.0,0,0,0,0,0,0,2020,0,1,0,47
60793,1.0,0,0,0,0,0,0,2020,0,1,0,40
60794,1.0,0,0,0,0,0,0,2020,1,0,0,38
60795,1.0,0,0,0,0,0,0,2020,0,1,0,50
60799,1.0,0,0,0,0,0,0,2020,0,1,0,40
60800,1.0,0,0,0,0,0,0,2020,0,1,0,37
60802,1.0,0,0,0,0,0,0,2020,0,1,0,30
60805,1.0,0,0,0,0,0,0,2020,0,1,0,40
60806,1.0,0,0,0,0,0,0,2020,0,1,0,40
60807,1.0,0,0,0,0,0,0,2020,0,1,0,40
60808,1.0,0,0,0,0,0,0,2020,0,1,0,30
60810,1.0,0,0,0,0,0,0,2020,0,1,0,40
60812,1.0,0,0,0,0,0,0,2020,1,0,0,40
60813,1.0,0,0,0,0,0,0,2020,1,0,0,42
60820,1.0,0,0,0,0,0,0,2020,0,1,0,40
60821,1.0,0,0,0,0,0,0,2020,1,0,0,40
60823,1.0,0,0,0,0,0,0,2020,0,1,0,45
60825,1.0,0,0,0,0,0,0,2020,0,1,0,40
60828,1.0,0,0,0,0,0,0,2020,0,1,0,40
60829,1.0,0,0,0,0,0,0,2020,0,1,0,40
60830,1.0,0,0,0,0,0,0,2020,0,1,0,36
60833,1.0,0,0,0,0,0,0,2020,1,0,0,40
60834,1.0,0,0,0,0,0,0,2020,0,1,0,40
60835,1.0,0,0,0,0,0,0,2020,0,1,0,40
60840,1.0,0,0,0,0,0,0,2020,0,1,0,40
60841,1.0,0,0,0,0,0,0,2020,0,1,0,40
60848,1.0,0,0,0,0,0,0,2020,0,1,0,40
60849,1.0,0,0,0,0,0,0,2020,0,1,0,40
60852,1.0,0,0,0,0,0,0,2020,0,1,0,40
60853,1.0,0,0,0,0,0,0,2020,0,1,0,40
60854,1.0,0,0,0,0,0,0,2020,0,1,0,40
60857,1.0,0,0,0,0,0,0,2020,0,1,0,30
60858,1.0,0,0,0,0,0,0,2020,0,1,0,40
60860,1.0,0,0,0,0,0,0,2020,0,1,0,24
60861,1.0,0,0,0,0,0,0,2020,0,1,0,50
60862,1.0,0,0,0,0,0,0,2020,0,1,0,40
60864,1.0,0,0,0,0,0,0,2020,0,1,0,40
60867,1.0,0,0,0,0,0,0,2020,0,1,0,40
60868,1.0,0,0,0,0,0,0,2020,0,1,0,40
60869,1.0,0,0,0,0,0,0,2020,0,1,0,20
60870,1.0,0,0,0,0,0,0,2020,0,1,0,60
60871,1.0,0,0,0,0,0,0,2020,0,1,0,60
60872,1.0,0,0,0,0,0,0,2020,0,1,0,20
60874,1.0,0,0,0,0,0,0,2020,0,1,0,50
60875,1.0,0,0,0,0,0,0,2020,0,1,0,40
60878,1.0,0,0,0,0,0,0,2020,0,1,0,40
60881,1.0,0,0,0,0,0,0,2020,0,1,0,40
60884,1.0,0,0,0,0,0,0,2020,0,1,0,40
60885,1.0,0,0,0,0,0,0,2020,0,1,0,40
60887,1.0,0,0,0,0,0,0,2020,0,1,0,40
60888,1.0,0,0,0,0,0,0,2020,0,1,0,40
60889,1.0,0,0,0,0,0,0,2020,0,1,0,40
60890,1.0,0,0,0,0,0,0,2020,0,1,0,40
60894,1.0,0,0,0,0,0,0,2020,0,1,0,27
60897,1.0,0,0,0,0,0,0,2020,0,1,0,48
60898,1.0,0,0,0,0,0,0,2020,0,1,0,40
60900,1.0,0,0,0,0,0,0,2020,0,1,0,55
60907,1.0,0,0,0,0,0,0,2020,0,1,0,40
60909,1.0,0,0,0,0,0,0,2020,0,1,0,40
60910,1.0,0,0,0,0,0,0,2020,0,1,0,40
60911,1.0,0,0,0,0,0,0,2020,0,1,0,40
60912,1.0,0,0,0,0,0,0,2020,0,1,0,20
60914,1.0,0,0,0,0,0,0,2020,0,0,1,40
60915,1.0,0,0,0,0,0,0,2020,0,1,0,60
60916,1.0,0,0,0,0,0,0,2020,0,1,0,50
60917,1.0,0,0,0,0,0,0,2020,0,1,0,40
60919,1.0,0,0,0,0,0,0,2020,0,1,0,40
60920,1.0,0,0,0,0,0,0,2020,0,1,0,40
60922,1.0,0,0,0,0,0,0,2020,0,1,0,33
60923,1.0,0,0,0,0,0,0,2020,0,1,0,40
60924,1.0,0,0,0,0,0,0,2020,0,1,0,40
60925,1.0,0,0,0,0,0,0,2020,0,1,0,40
60928,1.0,0,0,0,0,0,0,2020,0,1,0,40
60929,1.0,0,0,0,0,0,0,2020,0,1,0,50
60930,1.0,0,0,0,0,0,0,2020,0,1,0,40
60931,1.0,0,0,0,0,0,0,2020,0,1,0,40
60933,1.0,0,0,0,0,0,0,2020,0,1,0,40
60934,1.0,0,0,0,0,0,0,2020,0,1,0,40
60935,1.0,0,0,0,0,0,0,2020,0,1,0,40
60936,1.0,0,0,0,0,0,0,2020,0,1,0,55
60940,1.0,0,0,0,0,0,0,2020,0,1,0,40
60945,1.0,0,0,0,0,0,0,2020,0,1,0,70
60947,1.0,0,0,0,0,0,0,2020,0,1,0,40
60948,1.0,0,0,0,0,0,0,2020,0,1,0,40
60950,1.0,0,0,0,0,0,0,2020,0,1,0,40
60951,1.0,0,0,0,0,0,0,2020,0,1,0,40
60952,1.0,0,0,0,0,0,0,2020,0,1,0,40
60953,1.0,0,0,0,0,0,0,2020,0,1,0,40
60954,1.0,0,0,0,0,0,0,2020,0,1,0,40
60966,1.0,0,0,0,0,0,0,2020,0,1,0,40
60968,1.0,0,0,0,0,0,0,2020,0,1,0,40
60969,1.0,0,0,0,0,0,0,2020,0,1,0,40
60972,1.0,0,0,0,0,0,0,2020,0,1,0,40
60973,1.0,0,0,0,0,0,0,2020,0,1,0,40
60974,1.0,0,0,0,0,0,0,2020,1,0,0,40
60975,1.0,0,0,0,0,0,0,2020,0,1,0,40
60977,1.0,0,0,0,0,0,0,2020,0,1,0,40
60978,1.0,0,0,0,0,0,0,2020,0,1,0,65
60979,1.0,0,0,0,0,0,0,2020,1,0,0,16
60984,1.0,0,0,0,0,0,0,2020,0,1,0,36
60985,1.0,0,0,0,0,0,0,2020,0,1,0,40
60987,1.0,0,0,0,0,0,0,2020,0,1,0,30
60988,1.0,0,0,0,0,0,0,2020,0,1,0,40
60990,1.0,0,0,0,0,0,0,2020,0,1,0,65
60992,1.0,0,0,0,0,0,0,2020,0,1,0,40
60993,1.0,0,0,0,0,0,0,2020,0,1,0,40
60994,1.0,0,0,0,0,0,0,2020,0,1,0,40
60995,1.0,0,0,0,0,0,0,2020,0,1,0,20
60996,1.0,0,0,0,0,0,0,2020,0,0,1,20
60997,1.0,0,0,0,0,0,0,2020,0,1,0,119
60999,1.0,0,0,0,0,0,0,2020,0,1,0,60
61000,1.0,0,0,0,0,0,0,2020,0,1,0,40
61002,1.0,0,0,0,0,0,0,2020,0,1,0,40
61003,1.0,0,0,0,0,0,0,2020,0,1,0,40
61006,1.0,0,0,0,0,0,0,2020,0,1,0,0
61009,1.0,0,0,0,0,0,0,2020,0,1,0,40
61015,1.0,0,0,0,0,0,0,2020,0,1,0,40
61021,1.0,0,0,0,0,0,0,2020,0,1,0,40
61028,1.0,0,0,0,0,0,0,2020,0,1,0,40
61029,1.0,0,0,0,0,0,0,2020,0,1,0,40
61030,1.0,0,0,0,0,0,0,2020,0,1,0,40
61033,1.0,0,0,0,0,0,0,2020,0,1,0,40
61036,1.0,0,0,0,0,0,0,2020,0,1,0,45
61038,1.0,0,0,0,0,0,0,2020,0,1,0,40
61039,1.0,0,0,0,0,0,0,2020,0,1,0,40
61041,1.0,0,0,0,0,0,0,2020,0,1,0,40
61042,1.0,0,0,0,0,0,0,2020,0,1,0,40
61044,1.0,0,0,0,0,0,0,2020,0,1,0,20
61045,1.0,0,0,0,0,0,0,2020,0,1,0,40
61046,1.0,0,0,0,0,0,0,2020,0,1,0,43
61047,1.0,0,0,0,0,0,0,2020,1,0,0,40
61049,1.0,0,0,0,0,0,0,2020,1,0,0,40
61051,1.0,0,0,0,0,0,0,2020,0,1,0,40
61054,1.0,0,0,0,0,0,0,2020,1,0,0,40
61055,1.0,0,0,0,0,0,0,2020,0,1,0,40
61056,1.0,0,0,0,0,0,0,2020,0,1,0,38
61058,1.0,0,0,0,0,0,0,2020,0,1,0,40
61059,1.0,0,0,0,0,0,0,2020,0,1,0,40
61060,1.0,0,0,0,0,0,0,2020,0,1,0,40
61061,1.0,0,0,0,0,0,0,2020,0,1,0,40
61062,1.0,0,0,0,0,0,0,2020,0,1,0,25
61063,1.0,0,0,0,0,0,0,2020,0,1,0,40
61068,1.0,0,0,0,0,0,0,2020,1,0,0,40
61069,1.0,0,0,0,0,0,0,2020,0,1,0,50
61071,1.0,0,0,0,0,0,0,2020,0,1,0,40
61072,1.0,0,0,0,0,0,0,2020,0,1,0,40
61073,1.0,0,0,0,0,0,0,2020,0,1,0,40
61075,1.0,0,0,0,0,0,0,2020,0,1,0,40
61076,1.0,0,0,0,0,0,0,2020,0,1,0,25
61081,1.0,0,0,0,0,0,0,2020,0,1,0,40
61082,1.0,0,0,0,0,0,0,2020,0,1,0,40
61084,1.0,0,0,0,0,0,0,2020,0,1,0,40
61085,1.0,0,0,0,0,0,0,2020,0,1,0,47
61088,1.0,0,0,0,0,0,0,2020,0,1,0,40
61091,1.0,0,0,0,0,0,0,2020,0,1,0,40
61092,1.0,0,0,0,0,0,0,2020,0,1,0,40
61096,1.0,0,0,0,0,0,0,2020,0,1,0,40
61098,1.0,0,0,0,0,0,0,2020,0,1,0,40
61102,1.0,0,0,0,0,0,0,2020,0,1,0,40
61103,1.0,0,0,0,0,0,0,2020,0,1,0,30
61104,1.0,0,0,0,0,0,0,2020,0,1,0,35
61107,1.0,0,0,0,0,0,0,2020,0,1,0,40
61108,1.0,0,0,0,0,0,0,2020,0,1,0,20
61109,1.0,0,0,0,0,0,0,2020,0,1,0,40
61110,1.0,0,0,0,0,0,0,2020,0,1,0,58
61115,1.0,0,0,0,0,0,0,2020,0,1,0,55
61118,1.0,0,0,0,0,0,0,2020,0,1,0,40
61119,1.0,0,0,0,0,0,0,2020,0,1,0,40
61120,1.0,0,0,0,0,0,0,2020,0,1,0,35
61125,1.0,0,0,0,0,0,0,2020,0,1,0,50
61126,1.0,0,0,0,0,0,0,2020,0,1,0,40
61131,1.0,0,0,0,0,0,0,2020,0,1,0,20
61132,1.0,0,0,0,0,0,0,2020,0,1,0,24
61135,1.0,0,0,0,0,0,0,2020,0,1,0,40
61136,1.0,0,0,0,0,0,0,2020,0,1,0,40
61137,1.0,0,0,0,0,0,0,2020,0,1,0,35
61138,1.0,0,0,0,0,0,0,2020,0,1,0,60
61139,1.0,0,0,0,0,0,0,2020,0,1,0,70
61142,1.0,0,0,0,0,0,0,2020,0,0,1,40
61143,1.0,0,0,0,0,0,0,2020,0,1,0,40
61145,1.0,0,0,0,0,0,0,2020,0,1,0,40
61149,1.0,0,0,0,0,0,0,2020,0,1,0,40
61150,1.0,0,0,0,0,0,0,2020,0,1,0,40
61151,1.0,0,0,0,0,0,0,2020,0,1,0,40
61152,1.0,0,0,0,0,0,0,2020,0,1,0,40
61156,1.0,0,0,0,0,0,0,2020,0,1,0,40
61159,1.0,0,0,0,0,0,0,2020,0,1,0,30
61160,1.0,0,0,0,0,0,0,2020,1,0,0,20
61165,1.0,0,0,0,0,0,0,2020,0,1,0,40
61166,1.0,0,0,0,0,0,0,2020,0,1,0,40
61167,1.0,0,0,0,0,0,0,2020,0,1,0,40
61169,1.0,0,0,0,0,0,0,2020,0,1,0,40
61174,1.0,0,0,0,0,0,0,2020,0,1,0,40
61178,1.0,0,0,0,0,0,0,2020,0,1,0,40
61180,1.0,0,0,0,0,0,0,2020,0,1,0,40
61181,1.0,0,0,0,0,0,0,2020,0,1,0,40
61182,1.0,0,0,0,0,0,0,2020,0,1,0,50
61184,1.0,0,0,0,0,0,0,2020,0,1,0,40
61185,1.0,0,0,0,0,0,0,2020,0,1,0,32
61186,1.0,0,0,0,0,0,0,2020,0,1,0,40
61188,1.0,0,0,0,0,0,0,2020,0,1,0,45
61189,1.0,0,0,0,0,0,0,2020,0,1,0,40
61191,1.0,0,0,0,0,0,0,2020,0,1,0,40
61193,1.0,0,0,0,0,0,0,2020,0,1,0,10
61194,1.0,0,0,0,0,0,0,2020,0,1,0,40
61195,1.0,0,0,0,0,0,0,2020,0,1,0,40
61199,1.0,0,0,0,0,0,0,2020,0,1,0,60
61200,1.0,0,0,0,0,0,0,2020,0,1,0,40
61202,1.0,0,0,0,0,0,0,2020,0,1,0,30
61203,1.0,0,0,0,0,0,0,2020,0,1,0,30
61204,1.0,0,0,0,0,0,0,2020,0,1,0,40
61205,1.0,0,0,0,0,0,0,2020,1,0,0,40
61207,1.0,0,0,0,0,0,0,2020,0,1,0,40
61208,1.0,0,0,0,0,0,0,2020,0,1,0,40
61209,1.0,0,0,0,0,0,0,2020,0,1,0,36
61212,1.0,0,0,0,0,0,0,2020,0,1,0,15
61214,1.0,0,0,0,0,0,0,2020,0,1,0,40
61215,1.0,0,0,0,0,0,0,2020,0,1,0,40
61216,1.0,0,0,0,0,0,0,2020,0,1,0,20
61217,1.0,0,0,0,0,0,0,2020,0,1,0,40
61219,1.0,0,0,0,0,0,0,2020,0,1,0,40
61220,1.0,0,0,0,0,0,0,2020,0,1,0,40
61221,1.0,0,0,0,0,0,0,2020,0,1,0,42
61222,1.0,0,0,0,0,0,0,2020,0,1,0,40
61223,1.0,0,0,0,0,0,0,2020,0,1,0,40
